Event	id_r	id_phi	id_eta	phi	phiB	quality	bx	pt
205	2	12	1	-561	-45	6	0	10.4334
205	3	12	1	-614	-22	6	0	10.4334
205	4	12	1	-623	9	6	0	10.4334
206	1	2	1	548	-17	2	0	127.877
206	2	2	1	541	-2	6	0	127.877
206	3	2	1	538	1	6	0	127.877
206	4	2	1	537	-2	6	0	127.877
207	3	9	-2	1024	-5	6	0	33.4661
207	2	10	-2	-1107	-11	5	0	33.4661
207	4	10	-2	-1124	-2	6	0	33.4661
207	1	9	-1	1063	-6	2	0	33.4661
208	1	7	0	-194	-49	6	0	15.2199
208	2	7	0	-251	-34	5	0	15.2199
208	3	7	0	-291	-18	6	0	15.2199
208	4	7	0	-303	0	6	0	15.2199
209	2	12	-2	93	40	3	0	84.7627
209	3	12	-2	58	-18	6	0	84.7627
210	2	5	1	371	-46	3	0	21.3855
210	3	5	1	359	82	3	0	21.3855
210	4	5	1	340	-3	6	0	21.3855
211	4	6	-2	-516	8	6	0	7.06998
211	1	6	-1	-334	-98	5	0	7.06998
211	2	6	-1	-453	-67	6	0	7.06998
211	3	6	-1	-512	13	2	0	7.06998
212	1	10	1	1048	-8	6	0	75.4157
212	3	10	2	1031	-27	3	0	75.4157
212	4	10	2	1029	-2	5	0	75.4157
212	2	11	2	-1106	-6	6	0	75.4157
213	1	10	1	737	-16	6	0	41.7835
213	2	10	1	719	-10	6	0	41.7835
213	3	10	1	706	-6	5	0	41.7835
213	4	10	1	699	-3	6	0	41.7835
214	2	12	2	471	-7	6	0	73.0772
214	3	12	2	463	-3	5	0	73.0772
215	3	1	-2	182	-8	6	0	48.1111
215	4	1	-2	176	-5	6	0	48.1111
215	1	1	-1	210	-15	6	0	48.1111
216	1	11	0	-143	-34	3	0	56.3599
216	2	11	0	-153	-9	5	0	56.3599
216	4	11	0	-170	-4	6	0	56.3599
217	1	6	-1	653	-10	6	0	63.4032
217	2	6	-1	641	-7	6	0	63.4032
217	3	6	-1	633	-6	6	0	63.4032
217	4	6	-1	629	-2	5	0	63.4032
218	1	6	0	837	-17	6	0	115.749
218	3	6	1	803	-24	3	0	115.749
218	4	6	1	800	-2	6	0	115.749
219	4	8	-2	-478	34	3	0	133.302
219	1	8	-1	-469	-7	4	0	133.302
219	2	8	-1	-472	8	2	0	133.302
219	3	8	-1	-518	39	3	0	133.302
220	1	7	1	-167	-5	6	0	173.213
220	2	7	1	-172	-4	6	0	173.213
220	3	7	1	-176	-3	6	0	173.213
220	4	7	1	-177	0	6	0	173.213
221	1	8	-1	-228	3	3	0	42.804
221	2	8	-1	-246	-18	5	0	42.804
221	3	8	-1	-259	-5	5	0	42.804
221	4	8	-1	-263	-5	5	0	42.804
222	1	4	0	1013	-3	6	0	135.519
222	3	4	0	1002	-2	5	0	135.519
222	4	4	0	998	2	6	0	135.519
223	4	8	0	1316	-2	6	0	172.471
223	2	9	0	-823	-2	6	0	172.471
223	3	9	0	-825	-4	5	0	172.471
224	1	7	-2	346	-26	6	0	30.212
224	2	7	-2	318	-14	6	0	30.212
224	3	7	-2	301	39	2	0	30.212
225	2	3	1	-830	-6	6	0	104.937
225	4	3	1	-839	-3	6	0	104.937
226	1	8	-1	649	-5	2	0	191.356
226	2	8	-1	643	-1	6	0	191.356
226	3	8	-1	640	-1	6	0	191.356
226	4	8	-1	639	0	5	0	191.356
227	1	7	0	-93	-9	6	0	87.0225
227	2	7	0	-105	-1	5	0	87.0225
227	3	7	0	-112	-3	5	0	87.0225
227	4	7	0	-114	0	6	0	87.0225
228	2	9	1	-590	-28	2	0	166.031
228	3	9	1	-593	-2	6	0	166.031
229	4	3	-1	122	-1	6	0	178.111
230	1	8	0	-28	-8	6	0	83.0719
230	3	8	1	-49	-5	5	0	83.0719
230	4	8	1	-55	-5	6	0	83.0719
231	1	7	1	1088	-5	6	0	133.935
231	3	7	1	1076	-3	5	0	133.935
231	4	7	1	1074	-3	5	0	133.935
231	2	8	1	-1062	-4	6	0	133.935
232	4	1	0	-1211	-1	6	0	96.7951
232	3	12	0	937	-5	6	0	96.7951
233	2	1	-2	118	-90	5	0	6.99838
233	3	1	-2	13	-43	6	0	6.99838
233	4	1	-2	-4	8	6	0	6.99838
233	1	1	-1	267	-123	6	0	6.99838
234	1	2	1	678	-2	6	0	198.703
234	2	2	1	674	-33	2	0	198.703
234	3	2	2	669	-1	5	0	198.703
234	4	3	2	-1477	-1	6	0	198.703
236	1	11	1	135	-5	5	0	93.6325
236	2	11	2	127	-4	6	0	93.6325
236	3	11	2	122	-4	6	0	93.6325
236	4	11	2	118	-3	6	0	93.6325
237	1	9	-1	854	-151	6	0	92.1266
237	3	9	-1	954	-2	6	0	92.1266
238	1	6	1	613	-20	6	0	37.773
238	2	6	1	591	-11	5	0	37.773
238	3	6	1	575	-6	6	0	37.773
238	4	6	1	566	-8	6	0	37.773
239	1	6	1	1074	-66	5	0	11.7006
239	3	6	1	962	-11	6	0	11.7006
239	4	6	1	958	1	6	0	11.7006
240	2	4	2	642	-4	6	0	99.3931
240	3	4	2	638	0	6	0	99.3931
241	1	10	-1	1027	-5	6	0	107.43
241	3	10	-1	1016	-1	6	0	107.43
241	4	10	-1	1015	2	6	0	107.43
242	4	6	-2	1400	-2	2	0	185.77
242	2	7	-2	-746	28	5	0	185.77
242	3	7	-2	-743	-4	6	0	185.77
243	4	7	0	1320	-5	5	0	59.5228
243	2	8	0	-807	-9	6	0	59.5228
244	1	11	-2	502	-11	3	0	123.424
244	2	11	-2	497	-6	5	0	123.424
244	3	11	-2	491	-2	6	0	123.424
245	2	8	-2	733	-4	5	0	150.76
245	3	8	-2	731	-1	6	0	150.76
245	1	8	-1	737	-5	6	0	150.76
246	1	2	1	1028	-13	6	0	54.5218
246	3	2	2	1000	-8	6	0	54.5218
246	4	3	2	-1149	-4	6	0	54.5218
247	1	5	2	296	-37	2	0	20.2502
247	2	5	2	254	-31	2	0	20.2502
247	3	5	2	220	-27	3	0	20.2502
248	1	4	1	-212	-19	5	0	38.4148
248	2	4	2	-233	-10	5	0	38.4148
248	3	4	2	-247	-7	6	0	38.4148
248	4	4	2	-252	-3	6	0	38.4148
249	1	10	1	685	-9	6	0	84.2549
249	2	10	1	676	-2	6	0	84.2549
249	3	10	2	668	-32	3	0	84.2549
249	4	10	2	666	-1	6	0	84.2549
250	1	9	0	138	-260	6	0	191.385
250	2	9	0	381	-2	6	0	191.385
250	3	9	0	377	-2	6	0	191.385
250	4	9	0	376	4	5	0	191.385
251	4	8	-2	1189	-1	6	0	153.401
251	1	8	-1	1199	-5	6	0	153.401
252	4	1	1	-1245	29	2	0	15.3187
252	1	12	1	982	-46	6	0	15.3187
252	3	12	1	897	-8	5	0	15.3187
253	3	2	-1	268	-8	2	0	107.04
253	4	2	-1	265	1	5	0	107.04
253	1	2	0	289	32	5	0	107.04
254	4	7	-2	1289	-1	5	0	170.873
254	2	8	-2	-851	-3	6	0	170.873
254	1	7	-1	1299	-13	2	0	170.873
255	1	10	0	258	-7	6	0	128.743
255	4	10	1	246	1	6	0	128.743
256	1	8	2	545	-12	6	0	55.5306
256	2	8	2	532	-7	6	0	55.5306
256	3	8	2	523	-3	5	0	55.5306
257	4	4	-1	-979	-4	3	0	159.308
257	1	3	0	1174	-4	5	0	159.308
257	2	4	0	-975	-5	6	0	159.308
258	3	9	-1	223	-2	6	0	159.991
258	4	9	-1	221	1	6	0	159.991
258	1	9	0	236	-4	2	0	159.991
259	1	8	1	815	-191	6	0	4.44097
259	2	8	1	623	-82	6	0	4.44097
259	3	8	1	559	-24	5	0	4.44097
260	1	11	0	881	-20	6	0	38.5378
260	3	11	0	846	-4	6	0	38.5378
261	1	8	-2	-341	-3	6	0	141.922
261	2	8	-2	-347	18	3	0	141.922
261	3	8	-2	-348	-8	2	0	141.922
262	3	4	-2	-292	11	3	0	75.9636
262	4	4	-2	-297	12	3	0	75.9636
262	1	4	-1	-271	-12	5	0	75.9636
262	2	4	-1	-282	35	2	0	75.9636
263	1	9	1	733	-7	6	0	119.048
263	2	9	1	727	-6	5	0	119.048
263	3	9	1	723	-3	5	0	119.048
264	1	9	0	1077	34	6	0	60.5944
264	3	9	0	1051	-60	6	0	60.5944
264	2	10	0	-1089	-11	6	0	60.5944
264	4	10	0	-1105	-11	2	0	60.5944
265	1	1	-1	93	-87	6	0	9.90714
265	2	1	-1	-10	-67	6	0	9.90714
265	3	1	-1	-90	-34	5	0	9.90714
265	4	1	-1	-113	-6	5	0	9.90714
266	3	1	-1	911	-1	6	0	139.222
266	4	2	-1	-1234	2	6	0	139.222
267	4	10	-2	-437	3	3	0	86.1044
267	1	10	-1	-417	-7	6	0	86.1044
267	2	10	-1	-426	-6	6	0	86.1044
267	3	10	-1	-433	-2	6	0	86.1044
268	3	6	-2	152	-19	3	0	44.7105
268	4	6	-2	145	-7	6	0	44.7105
268	1	6	-1	187	-15	6	0	44.7105
268	2	6	-1	172	-21	2	0	44.7105
269	2	11	-2	273	-6	6	0	104.013
269	3	11	-2	266	-2	5	0	104.013
270	1	6	1	17	-167	6	0	5.43954
270	2	6	1	-182	-112	6	0	5.43954
270	3	6	1	-305	-46	6	0	5.43954
270	4	6	1	-316	37	6	0	5.43954
271	2	9	-1	-560	-9	6	0	64.538
271	3	9	-1	-570	-5	5	0	64.538
272	1	9	-2	1024	-2	3	0	62.3252
272	3	9	-2	1010	-25	2	0	62.3252
273	1	8	-2	-416	1	3	0	64.6983
273	2	8	-2	-426	-9	5	0	64.6983
273	3	8	-2	-437	-5	6	0	64.6983
274	1	3	1	1157	-2	6	0	144.398
274	2	4	1	-993	-4	6	0	144.398
275	1	9	1	425	-14	5	0	59.9168
275	2	9	1	411	-9	5	0	59.9168
275	4	9	2	392	-4	6	0	59.9168
276	4	6	-1	1493	-1	6	0	168.169
276	2	7	-1	-644	-2	6	0	168.169
276	3	7	-1	-647	-4	6	0	168.169
277	2	4	1	-695	-10	5	0	74.8002
277	3	4	2	-704	-13	3	0	74.8002
277	4	4	2	-707	-2	5	0	74.8002
278	1	5	0	426	-154	3	0	50.4796
278	2	5	0	446	-13	5	0	50.4796
278	3	5	0	434	-6	6	0	50.4796
278	4	5	0	428	1	5	0	50.4796
279	4	4	-1	-234	83	6	0	4.96014
279	1	4	0	7	-173	3	0	4.96014
280	1	1	2	-510	-13	3	0	99.9436
280	2	1	2	-515	-7	6	0	99.9436
280	3	1	2	-521	0	5	0	99.9436
281	2	3	0	-619	-2	6	0	141.389
281	3	3	0	-624	-4	5	0	141.389
281	4	3	0	-626	-4	6	0	141.389
282	4	10	-2	1310	-1	6	0	152.396
282	2	11	-1	-829	-6	6	0	152.396
282	3	11	-1	-831	27	2	0	152.396
283	1	3	0	-85	-4	6	0	192.976
283	2	3	0	-89	11	2	0	192.976
283	3	3	0	-93	0	6	0	192.976
283	4	3	0	-94	0	6	0	192.976
284	1	2	1	866	-7	5	0	188.688
284	3	2	1	860	-3	6	0	188.688
284	4	3	1	-1284	-35	2	0	188.688
285	1	8	0	-101	-8	6	0	162.983
285	2	8	0	-105	-4	5	0	162.983
285	3	8	0	-108	-4	6	0	162.983
285	4	8	0	-110	-4	6	0	162.983
286	1	10	1	255	-29	6	0	24.2468
286	2	10	2	216	-52	3	0	24.2468
286	3	10	2	196	-10	5	0	24.2468
286	4	10	2	186	-23	3	0	24.2468
287	4	3	-2	523	11	3	0	144.412
287	4	4	-2	-1621	-1	6	0	144.412
287	1	3	-1	536	-5	6	0	144.412
287	2	3	-1	530	-4	6	0	144.412
287	3	3	-1	526	-3	6	0	144.412
288	3	8	0	467	1	5	0	139.644
289	1	8	0	225	-8	6	0	138.292
289	2	8	0	219	-7	6	0	138.292
289	3	8	0	215	-4	5	0	138.292
290	1	6	0	264	-5	6	0	181.818
290	2	6	0	260	-7	6	0	181.818
290	3	6	0	256	-1	6	0	181.818
290	4	6	0	253	-3	5	0	181.818
291	1	1	1	856	-17	6	0	47.0002
291	2	1	1	840	-29	2	0	47.0002
291	3	1	1	824	-10	6	0	47.0002
291	4	2	1	-1328	-4	6	0	47.0002
292	1	5	-1	899	-3	5	0	161.496
292	3	5	-1	892	1	6	0	161.496
292	4	5	-1	890	-2	5	0	161.496
293	2	10	-2	-903	3	6	0	150.307
293	4	10	-2	-908	37	2	0	150.307
294	4	3	-1	71	0	6	0	175.698
295	2	12	2	-1103	-121	2	0	3.23677
296	4	2	-1	-1164	-2	6	0	67.3678
296	1	1	0	1007	-8	6	0	67.3678
297	2	1	-2	403	-13	5	0	38.4579
297	3	1	-2	383	12	4	0	38.4579
297	4	1	-2	377	-5	4	0	38.4579
297	1	1	-1	424	-19	6	0	38.4579
298	1	10	1	1173	-7	6	0	117.976
298	4	10	1	1159	0	6	0	117.976
298	2	11	1	-977	-1	6	0	117.976
299	1	12	0	-117	-11	5	0	65.3735
299	2	12	0	-128	-9	2	0	65.3735
299	3	12	0	-138	-3	5	0	65.3735
300	3	4	1	135	-27	6	0	13.0346
301	1	11	1	-545	-8	3	0	127.464
301	3	11	2	-556	-4	5	0	127.464
301	4	11	2	-558	-2	6	0	127.464
302	3	5	0	1017	-1	6	0	163.711
302	2	6	0	-1121	-9	2	0	163.711
303	2	11	-1	-527	14	3	0	190.478
303	3	11	-1	-529	-5	6	0	190.478
303	4	11	-1	-531	1	5	0	190.478
304	1	6	1	502	-3	6	0	183.611
304	2	6	1	497	-6	6	0	183.611
304	3	6	1	494	1	6	0	183.611
304	4	6	2	493	-2	6	0	183.611
305	2	12	1	-681	-2	6	0	123.283
305	3	12	1	-686	-2	6	0	123.283
305	4	12	2	-687	-16	2	0	123.283
306	1	3	0	988	-8	6	0	91.5969
306	3	3	0	969	-4	6	0	91.5969
306	4	4	0	-1180	-2	5	0	91.5969
307	3	6	0	940	-2	6	0	194.714
308	1	9	2	25	-5	6	0	144.119
308	2	9	2	19	-2	5	0	144.119
308	3	9	2	15	-3	6	0	144.119
309	1	2	1	1223	-40	6	0	17.85
309	2	3	1	-964	-29	6	0	17.85
309	4	3	1	-998	4	6	0	17.85
310	1	5	-1	1147	-7	6	0	155.205
310	2	6	-1	-1001	-3	6	0	155.205
311	2	4	-2	-153	-1	6	0	193.895
311	3	4	-2	-155	-1	5	0	193.895
312	3	11	1	1047	-29	2	0	104.179
312	4	12	1	-1100	1	5	0	104.179
313	1	10	2	561	-5	5	0	66.9028
313	2	10	2	549	-6	5	0	66.9028
313	3	10	2	542	-5	5	0	66.9028
314	3	10	-1	828	-5	6	0	121.488
314	4	10	-1	826	1	6	0	121.488
315	1	7	0	1172	-4	5	0	105.736
315	4	7	0	1158	0	6	0	105.736
315	2	8	0	-980	-4	6	0	105.736
316	1	6	0	385	-9	6	0	102.57
316	2	6	0	377	-22	2	0	102.57
316	3	6	0	370	-4	6	0	102.57
316	4	6	0	366	0	6	0	102.57
317	4	11	-2	-165	0	5	0	70.7495
317	1	11	-1	-148	-4	5	0	70.7495
317	2	11	-1	-158	-1	5	0	70.7495
318	1	10	-1	939	-2	6	0	198.937
318	3	10	-1	934	-4	6	0	198.937
319	2	9	-2	625	-2	6	0	117.732
319	3	9	-2	621	-4	6	0	117.732
320	1	10	-1	-347	-13	6	0	54.1334
320	2	10	-1	-362	-9	5	0	54.1334
320	3	10	-1	-371	-5	4	0	54.1334
320	4	10	-1	-375	-2	5	0	54.1334
321	3	8	-2	-455	-3	6	0	86.1229
321	4	8	-2	-457	1	6	0	86.1229
321	1	8	-1	-441	-7	5	0	86.1229
321	2	8	-1	-454	-45	4	0	86.1229
322	1	2	1	797	-6	6	0	108.653
322	3	2	1	853	222	4	0	108.653
322	4	3	1	-1362	0	6	0	108.653
323	1	10	1	-145	-7	2	0	172.724
323	3	10	2	-153	-1	6	0	172.724
323	4	10	2	-177	-151	2	0	172.724
324	2	1	-1	-1063	-63	2	0	7.35683
324	1	12	-1	1211	-100	2	0	7.35683
324	3	12	-1	982	-32	5	0	7.35683
325	4	1	-2	-550	-3	6	0	80.0102
325	1	1	-1	-530	-7	5	0	80.0102
325	2	1	-1	-541	-9	6	0	80.0102
325	3	1	-1	-546	-8	2	0	80.0102
326	2	11	0	-484	-2	6	0	134.453
326	3	11	0	-489	-15	2	0	134.453
327	1	12	2	918	-13	3	0	116.452
327	3	12	2	910	-4	4	0	116.452
328	4	6	-1	1531	9	4	0	139.664
328	3	7	-1	-618	26	2	0	139.664
328	1	7	0	-605	-1	2	0	139.664
329	1	9	1	420	-7	6	0	124.542
329	2	9	1	414	-3	6	0	124.542
329	3	9	1	408	-3	5	0	124.542
329	4	9	2	405	-2	6	0	124.542
330	1	11	0	-365	-9	5	0	113.77
330	2	11	0	-374	-5	6	0	113.77
330	3	11	0	-381	-4	6	0	113.77
331	1	3	1	121	-13	5	0	56.4611
331	2	3	1	106	-11	6	0	56.4611
331	3	3	2	94	-11	3	0	56.4611
331	4	3	2	90	-3	6	0	56.4611
332	1	9	0	-522	-17	6	0	40.7037
332	2	9	0	-544	-14	6	0	40.7037
333	2	1	2	-841	4	3	0	166.82
334	4	5	-2	487	-1	5	0	137.642
334	1	5	-1	502	-6	6	0	137.642
334	2	5	-1	495	-2	6	0	137.642
335	1	10	1	294	-5	6	0	190.886
335	2	10	1	289	-2	5	0	190.886
335	3	10	1	286	-1	6	0	190.886
335	4	10	1	284	-1	6	0	190.886
336	3	7	1	329	1	4	0	199.192
336	4	7	1	328	-2	6	0	199.192
337	4	2	-2	-535	-2	6	0	145.804
337	1	2	-1	-524	-6	6	0	145.804
337	2	2	-1	-530	-5	6	0	145.804
337	3	2	-1	-533	41	2	0	145.804
338	1	9	1	-573	-5	2	0	61.2268
338	2	9	1	-587	-28	2	0	61.2268
338	3	9	2	-598	-8	6	0	61.2268
339	3	2	-2	1036	-1	6	0	175.397
339	4	3	-2	-1110	2	6	0	175.397
339	1	2	-1	1042	-4	6	0	175.397
340	4	7	-1	1454	-8	2	0	174.977
340	3	8	-1	-717	-128	3	0	174.977
341	1	8	-1	292	-84	6	0	9.57578
341	2	8	-1	195	-55	5	0	9.57578
341	3	8	-1	126	-29	5	0	9.57578
341	4	8	-1	108	1	6	0	9.57578
342	3	1	1	937	-2	6	0	140.869
342	4	2	1	-1209	-1	6	0	140.869
343	1	11	2	1279	-10	2	0	163.492
343	1	12	2	-482	356	3	0	163.492
343	2	12	2	-869	-4	6	0	163.492
344	2	5	-2	741	9	3	0	178.451
344	3	5	-2	738	-2	6	0	178.451
344	4	5	-2	738	1	6	0	178.451
344	1	5	-1	745	-3	6	0	178.451
345	4	7	-2	267	18	3	0	22.2203
345	1	7	-1	336	-31	5	0	22.2203
345	2	7	-1	298	-23	6	0	22.2203
345	3	7	-1	274	-12	6	0	22.2203
346	1	7	2	151	-18	3	0	164.984
346	2	7	2	148	-43	3	0	164.984
346	3	7	2	146	-7	5	0	164.984
347	1	2	2	1113	-13	3	0	119.6
347	2	3	2	-1036	-5	6	0	119.6
348	4	7	1	1438	-4	5	0	100.357
349	3	2	-1	-403	-115	6	0	74.4572
349	4	2	-1	-363	-3	5	0	74.4572
350	1	6	0	93	-13	5	0	46.401
350	2	6	0	73	-9	6	0	46.401
350	3	6	0	58	-7	6	0	46.401
351	1	1	1	-514	-37	5	0	18.4933
351	2	1	1	-559	-24	5	0	18.4933
351	3	1	1	-585	-28	2	0	18.4933
351	4	1	1	-598	-8	6	0	18.4933
352	1	1	0	887	-17	6	0	38.8359
352	3	1	0	855	-2	6	0	38.8359
352	4	2	0	-1292	-1	6	0	38.8359
353	1	7	0	269	-11	6	0	73.9024
353	2	7	0	260	-7	5	0	73.9024
353	3	7	0	253	-3	6	0	73.9024
353	4	7	0	252	0	6	0	73.9024
354	1	6	0	744	-6	6	0	199.529
354	2	6	0	740	-2	5	0	199.529
354	3	6	0	737	-5	6	0	199.529
354	4	6	0	736	1	5	0	199.529
355	1	6	2	984	-16	5	0	57.9912
356	2	10	1	-648	-6	5	0	43.2761
356	3	10	2	-665	-10	6	0	43.2761
356	4	10	2	-675	-6	6	0	43.2761
357	2	1	0	-980	-6	6	0	134.499
357	4	1	0	-987	0	5	0	134.499
357	1	12	0	1168	-4	6	0	134.499
358	2	8	-1	163	5	3	0	92.0673
358	3	8	-1	155	-5	6	0	92.0673
358	4	8	-1	151	2	6	0	92.0673
359	2	4	-2	-790	22	3	0	143.936
359	3	4	-2	-793	23	2	0	143.936
360	1	7	0	847	-4	6	0	121.783
360	2	7	0	841	-29	2	0	121.783
360	3	7	0	835	-3	6	0	121.783
360	4	7	0	834	0	6	0	121.783
361	1	10	0	-502	-42	5	0	17.3958
361	2	10	0	-548	-30	6	0	17.3958
361	3	10	0	-585	-17	6	0	17.3958
361	4	10	0	-600	-4	6	0	17.3958
362	1	10	1	94	-6	6	0	124.631
362	3	10	2	84	-2	6	0	124.631
363	1	9	-1	-17	-32	6	0	25.0548
363	2	9	-1	-53	-25	6	0	25.0548
363	3	9	-1	-79	-13	6	0	25.0548
364	4	10	-2	455	-5	3	0	61.8887
364	1	10	-1	483	-12	5	0	61.8887
364	2	10	-1	468	-10	5	0	61.8887
364	3	10	-1	459	-6	6	0	61.8887
365	2	9	1	-652	-20	3	0	83.7017
365	4	8	2	1483	0	6	0	83.7017
365	3	9	2	-658	-2	6	0	83.7017
366	1	12	0	-152	-3	6	0	155.91
366	2	12	0	-157	-3	6	0	155.91
366	3	12	0	-161	-2	5	0	155.91
366	4	12	0	-162	-2	6	0	155.91
367	1	7	0	703	-16	6	0	53.9814
367	2	7	0	686	-12	6	0	53.9814
367	3	7	0	673	-5	6	0	53.9814
367	4	7	0	669	-1	5	0	53.9814
368	1	4	0	596	-6	6	0	136.246
368	2	4	0	590	-2	6	0	136.246
368	3	4	0	585	-2	6	0	136.246
368	4	4	0	583	-1	5	0	136.246
369	1	10	-1	1219	-5	6	0	140.756
369	2	11	-1	-929	-1	5	0	140.756
370	2	7	-2	-102	-2	6	0	167.412
370	3	7	-2	-105	-1	5	0	167.412
370	1	7	-1	-97	-2	6	0	167.412
371	1	12	0	-104	-9	6	0	71.3719
371	2	12	0	-117	-8	5	0	71.3719
371	3	12	0	-127	-5	5	0	71.3719
372	1	3	1	924	-115	3	0	171.87
372	3	3	1	949	-3	6	0	171.87
372	4	4	1	-1196	2	6	0	171.87
373	1	2	-1	1145	-7	6	0	144.781
373	2	3	-1	-1002	-3	6	0	144.781
374	3	6	-2	363	-20	3	0	41.755
374	4	6	-2	355	32	2	0	41.755
374	1	6	-1	402	-19	6	0	41.755
374	2	6	-1	382	-13	6	0	41.755
375	1	1	1	-229	-26	6	0	21.6564
375	2	1	2	-262	-19	3	0	21.6564
375	3	1	2	-276	-8	5	0	21.6564
375	4	1	2	-286	-4	5	0	21.6564
376	1	10	-2	572	5	3	0	161.864
376	2	10	-2	568	-3	6	0	161.864
376	3	10	-2	565	-2	6	0	161.864
377	1	6	1	908	-6	6	0	145.342
377	3	6	1	899	-3	6	0	145.342
377	4	6	2	898	3	5	0	145.342
378	1	4	1	-83	-15	4	0	147.196
378	2	4	1	-91	-3	6	0	147.196
378	3	4	2	-96	1	6	0	147.196
378	4	4	2	-97	-2	6	0	147.196
379	1	2	-1	964	-5	6	0	119.642
379	3	2	-1	953	-2	6	0	119.642
379	4	3	-1	-1192	0	6	0	119.642
380	2	8	-2	437	-3	3	0	27.1111
380	4	8	-2	405	-11	5	0	27.1111
380	1	8	-1	477	-31	6	0	27.1111
381	2	10	-1	-688	-18	5	0	23.1207
381	3	10	-1	-709	-10	6	0	23.1207
381	4	10	-1	-718	13	2	0	23.1207
382	3	8	-1	-421	1	3	0	176.637
382	4	8	-1	-423	-2	6	0	176.637
382	1	8	0	-415	-3	4	0	176.637
383	2	12	-1	-700	-3	6	0	118.826
383	3	12	-1	-704	1	6	0	118.826
384	1	10	0	25	-5	6	0	165.009
384	3	10	1	14	-1	3	0	165.009
385	1	11	2	-172	-4	3	0	156.415
385	3	11	2	-178	-3	5	0	156.415
386	1	1	-2	-344	-150	6	0	6.0502
386	2	1	-2	-505	-73	6	0	6.0502
386	3	1	-2	-578	-29	2	0	6.0502
387	1	5	1	-216	-7	6	0	143.57
387	3	5	2	-225	0	6	0	143.57
387	4	5	2	-226	-3	6	0	143.57
388	2	9	-1	-98	-2	5	0	143.688
388	3	9	-1	-104	-1	6	0	143.688
388	4	9	-1	-106	-1	6	0	143.688
389	1	2	1	943	-41	3	0	17.5142
389	3	2	2	895	-2	6	0	17.5142
389	4	3	2	-1249	1	6	0	17.5142
390	4	2	-2	-179	22	3	0	73.2309
390	1	2	-1	-153	-9	6	0	73.2309
390	2	2	-1	-164	-8	5	0	73.2309
391	4	6	-1	1345	5	2	0	69.4509
391	2	7	-1	-760	-6	6	0	69.4509
391	3	7	-1	-767	-1	6	0	69.4509
392	1	10	2	1022	-1	5	0	157.795
392	3	10	2	1016	-4	4	0	157.795
392	2	11	2	-1125	-9	2	0	157.795
393	3	7	-1	1105	-12	2	0	6.19844
393	4	7	-1	1103	12	2	0	6.19844
393	2	8	-1	-956	-86	5	0	6.19844
394	1	8	0	998	-7	6	0	123.339
394	3	8	0	987	-3	6	0	123.339
394	4	8	0	986	3	2	0	123.339
395	1	2	0	-152	-43	6	0	18.2527
395	2	2	0	-202	-29	6	0	18.2527
395	3	2	0	-244	-24	6	0	18.2527
395	4	2	0	-268	-18	6	0	18.2527
396	4	7	-1	1415	-1	6	0	129.947
396	2	8	-1	-723	-3	6	0	129.947
396	3	8	-1	-728	-2	6	0	129.947
397	1	6	0	769	-12	6	0	74.6918
397	2	6	0	759	-7	6	0	74.6918
397	3	6	0	752	-4	6	0	74.6918
397	4	6	0	750	0	6	0	74.6918
398	1	12	1	-305	-4	6	0	168.626
398	2	12	1	-310	-1	5	0	168.626
398	3	12	1	-314	-3	6	0	168.626
398	4	12	1	-316	14	2	0	168.626
399	1	8	1	1208	-12	6	0	64.6677
399	4	8	1	1183	-21	2	0	64.6677
399	2	9	1	-947	-8	6	0	64.6677
400	3	2	-2	-820	-2	5	0	113.549
401	4	5	1	1331	-1	6	0	177.957
401	3	6	1	-811	-3	6	0	177.957
402	4	4	-1	1164	-1	6	0	95.7774
402	2	5	-1	-969	-5	6	0	95.7774
403	1	10	0	-503	-6	6	0	149.875
403	2	10	0	-509	-5	6	0	149.875
403	3	10	0	-514	-4	6	0	149.875
403	4	10	0	-517	-1	5	0	149.875
404	1	7	0	1	0	2	0	121.953
404	2	7	0	-8	-4	6	0	121.953
404	3	7	0	-14	-4	6	0	121.953
404	4	7	0	-17	-6	5	0	121.953
405	1	4	0	-300	-11	6	0	58.7846
405	2	4	0	-313	14	2	0	58.7846
405	3	4	0	-327	-8	6	0	58.7846
405	4	4	0	-332	-4	6	0	58.7846
406	2	3	1	-779	-34	6	0	13.7651
406	3	3	1	-817	-13	5	0	13.7651
406	4	3	1	-822	4	6	0	13.7651
407	3	2	-2	181	-2	6	0	155.94
407	4	2	-2	181	0	6	0	155.94
407	1	2	-1	190	-3	5	0	155.94
408	3	5	-1	645	-4	6	0	139.956
408	4	5	-1	642	21	3	0	139.956
408	1	5	0	659	19	2	0	139.956
409	1	2	1	457	-18	6	0	42.117
409	2	2	2	439	-12	6	0	42.117
409	3	2	2	427	-11	4	0	42.117
409	4	2	2	423	2	5	0	42.117
410	2	11	-2	-579	-4	6	0	91.1597
410	3	11	-2	-585	-3	5	0	91.1597
410	4	11	-2	-587	22	2	0	91.1597
410	1	11	-1	-570	20	2	0	91.1597
411	1	10	1	-85	-4	5	0	185.472
411	2	10	1	-96	37	4	0	185.472
411	3	10	1	-93	-3	6	0	185.472
412	3	11	-2	-457	32	2	0	64.5393
412	4	11	-2	-464	-4	5	0	64.5393
412	1	11	-1	-433	-14	6	0	64.5393
412	2	11	-1	-447	-10	5	0	64.5393
